latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
11.68384,76.67538,342.22,0.46,0.64,2021-01-02,0853,N,VIIRS,n,2,297.58,7.77,D,0
11.68327,76.67039,331.08,0.46,0.64,2021-01-02,0853,N,VIIRS,n,2,296.18,3.9,D,0
9.97694,76.37612,303.57,0.39,0.59,2021-01-02,1947,N,VIIRS,n,2,288.31,1.58,N,2
10.79269,76.77525,302.28,0.37,0.58,2021-01-02,1947,N,VIIRS,n,2,287.62,0.29,N,0
9.97573,76.37663,301.86,0.49,0.65,2021-01-03,2109,N,VIIRS,n,2,282.57,1,N,2
11.77419,76.99072,297.08,0.48,0.48,2021-01-04,2049,N,VIIRS,n,2,285.03,0.58,N,0
8.99411,77.07956,332.63,0.5,0.41,2021-01-05,0755,N,VIIRS,n,2,296.54,5.58,D,0
8.99521,77.08059,331.78,0.49,0.41,2021-01-05,0755,N,VIIRS,n,2,295.12,4.29,D,0
10.60483,76.22113,338.35,0.52,0.42,2021-01-05,0756,N,VIIRS,n,2,294.84,15.66,D,0
9.86436,76.93317,331.88,0.49,0.4,2021-01-05,0756,N,VIIRS,n,2,282.77,5.66,D,0
12.24528,76.73355,297.57,0.4,0.37,2021-01-05,2030,N,VIIRS,n,2,277.31,0.21,N,0
10.71227,76.48893,335.55,0.34,0.56,2021-01-06,0737,N,VIIRS,n,2,291.96,2.86,D,0
10.7139,76.48983,326.86,0.34,0.56,2021-01-06,0737,N,VIIRS,n,2,290.62,2.63,D,0
11.43701,77.31854,326.48,0.4,0.37,2021-01-10,0802,N,VIIRS,n,2,291.85,1.47,D,0
12.77155,76.62663,345.94,0.38,0.36,2021-01-15,0809,N,VIIRS,n,2,300.73,8.74,D,0
12.12968,77.00305,300.29,0.57,0.43,2021-01-15,2043,N,VIIRS,n,2,287.43,0.62,N,0
12.23384,77.04053,331.98,0.55,0.43,2021-01-16,0750,N,VIIRS,n,2,299.51,4.27,D,0
12.15767,77.29366,330.13,0.36,0.57,2021-01-17,0731,N,VIIRS,l,2,303.5,2.62,D,0
9.97662,76.37534,305.85,0.56,0.43,2021-01-17,2006,N,VIIRS,n,2,295,3.85,N,2
8.61182,77.18955,309.15,0.49,0.4,2021-01-17,2006,N,VIIRS,n,2,294.57,1.63,N,0
12.45937,77.26309,331.19,0.52,0.67,2021-01-18,0853,N,VIIRS,n,2,302.68,1.92,D,0
12.45129,77.41461,335.02,0.53,0.67,2021-01-18,0853,N,VIIRS,n,2,301.38,3.42,D,0
12.52085,77.41248,337.9,0.53,0.67,2021-01-18,0853,N,VIIRS,n,2,303.44,4.72,D,0
9.97844,76.37186,304.52,0.39,0.59,2021-01-18,1947,N,VIIRS,n,2,292.6,0.91,N,0
9.97798,76.3755,305.61,0.39,0.59,2021-01-18,1947,N,VIIRS,n,2,293.79,0.91,N,2
10.29878,76.32405,331.73,0.4,0.45,2021-01-19,0833,N,VIIRS,l,2,302.41,2.82,D,0
9.75573,76.96848,331.77,0.44,0.46,2021-01-19,0833,N,VIIRS,n,2,301.02,4.81,D,0
12.53251,76.74151,342.72,0.46,0.47,2021-01-19,0834,N,VIIRS,n,2,303.83,4.84,D,0
12.53688,76.74098,333.35,0.46,0.47,2021-01-19,0834,N,VIIRS,n,2,302.68,4.84,D,0
12.27113,77.20158,367,0.49,0.49,2021-01-19,0834,N,VIIRS,h,2,304.71,11.16,D,0
12.27169,77.20583,347.99,0.49,0.49,2021-01-19,0834,N,VIIRS,n,2,302.79,11.16,D,0
12.26865,77.20265,367,0.49,0.49,2021-01-19,0834,N,VIIRS,h,2,304.28,11.13,D,0
12.27314,77.2021,330.79,0.49,0.49,2021-01-19,0834,N,VIIRS,n,2,301.7,11.13,D,0
12.53151,76.74086,337.68,0.46,0.47,2021-01-19,0834,N,VIIRS,n,2,303.44,4.72,D,0
12.53588,76.74034,338.13,0.46,0.47,2021-01-19,0834,N,VIIRS,n,2,302.88,4.72,D,0
12.48528,76.94442,333.42,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,301.35,2.03,D,0
10.23575,77.106,330.18,0.4,0.37,2021-01-20,0815,N,VIIRS,n,2,293.27,1.87,D,0
10.48126,76.26154,333.07,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,300.79,2.22,D,0
11.13242,77.18085,330.1,0.4,0.37,2021-01-20,0815,N,VIIRS,l,2,302.41,2.02,D,0
11.75005,76.54193,334.15,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,301.96,3.04,D,0
11.80033,76.45307,330.38,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,302.27,1.1,D,0
12.16918,77.09563,336.59,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,306.93,5,D,0
12.16313,76.86539,336.67,0.4,0.37,2021-01-20,0815,N,VIIRS,n,2,306.7,2.04,D,0
12.22466,77.14066,334.51,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,302.71,2.16,D,0
12.49168,77.47346,339.21,0.42,0.38,2021-01-20,0815,N,VIIRS,n,2,304.15,2.57,D,0
12.43776,77.02396,331.46,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,303.88,1.28,D,0
12.51198,76.65019,340.27,0.4,0.37,2021-01-20,0815,N,VIIRS,n,2,305.69,2.76,D,0
12.51535,76.64969,331.01,0.4,0.37,2021-01-20,0815,N,VIIRS,n,2,304.69,1.68,D,0
12.66703,77.1163,334.71,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,304.29,4.81,D,0
12.60343,76.60595,338.36,0.4,0.37,2021-01-20,0815,N,VIIRS,l,2,308.48,2.23,D,0
12.67262,76.96198,340.07,0.41,0.37,2021-01-20,0815,N,VIIRS,n,2,306.92,7.78,D,0
12.69158,75.99066,331.84,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,306.18,1.87,D,0
12.73576,76.01302,336.08,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,305.75,1.79,D,0
12.78066,76.01711,337.53,0.39,0.36,2021-01-20,0815,N,VIIRS,n,2,308.24,2.61,D,0
10.57967,76.61205,333.79,0.5,0.41,2021-01-21,0756,N,VIIRS,n,2,300.32,3.44,D,0
10.58017,76.60954,332.68,0.5,0.41,2021-01-21,0756,N,VIIRS,n,2,299.82,5.54,D,0
11.41796,77.47498,331.23,0.44,0.39,2021-01-21,0756,N,VIIRS,n,2,298.01,1.91,D,0
11.36383,77.05019,344.46,0.46,0.39,2021-01-21,0756,N,VIIRS,n,2,300.18,4.13,D,0
12.37699,77.49059,339.23,0.43,0.38,2021-01-21,0756,N,VIIRS,n,2,302.83,2.62,D,0
12.27995,76.8974,341.36,0.46,0.39,2021-01-21,0756,N,VIIRS,n,2,306.35,4.27,D,0
12.44907,77.42159,338.56,0.44,0.38,2021-01-21,0756,N,VIIRS,n,2,304.88,4.75,D,0
12.45193,77.41704,338.08,0.44,0.38,2021-01-21,0756,N,VIIRS,n,2,305.85,5.17,D,0
12.37437,76.67651,331.38,0.47,0.4,2021-01-21,0756,N,VIIRS,l,2,304.69,1.65,D,0
12.43077,76.81656,334.39,0.46,0.39,2021-01-21,0756,N,VIIRS,n,2,304.74,3.79,D,0
12.56175,77.25102,334.69,0.44,0.39,2021-01-21,0756,N,VIIRS,n,2,307.44,2.25,D,0
12.56528,77.25041,331.24,0.44,0.39,2021-01-21,0756,N,VIIRS,l,2,303.17,2.25,D,0
12.58305,76.44678,333.37,0.48,0.4,2021-01-21,0756,N,VIIRS,l,2,303.71,6.29,D,0
12.64871,76.39585,334.33,0.48,0.4,2021-01-21,0756,N,VIIRS,l,2,305.84,3.74,D,0
12.72335,76.64395,337.78,0.47,0.4,2021-01-21,0756,N,VIIRS,n,2,305.4,5.29,D,0
12.72697,76.64331,345.5,0.47,0.4,2021-01-21,0756,N,VIIRS,n,2,304.27,5.29,D,0
12.43067,76.80391,309.12,0.4,0.37,2021-01-21,2030,N,VIIRS,n,2,292.34,1.26,N,0
9.97839,76.37566,307.54,0.4,0.37,2021-01-21,2031,N,VIIRS,n,2,296.83,1.45,N,2
10.27945,77.07626,339.46,0.63,0.54,2021-01-22,0737,N,VIIRS,n,2,291.91,11.09,D,0
10.28057,77.08251,342.31,0.63,0.54,2021-01-22,0737,N,VIIRS,n,2,295.27,11.09,D,0
12.55049,77.37809,308.07,0.44,0.39,2021-01-22,2011,N,VIIRS,n,2,290.98,1.17,N,0
12.12991,77.00309,300.24,0.46,0.39,2021-01-22,2012,N,VIIRS,n,2,289.97,1.07,N,0
10.87691,77.15989,303.38,0.44,0.38,2021-01-22,2012,N,VIIRS,n,2,291.77,0.41,N,0
10.79391,76.77422,304.59,0.45,0.39,2021-01-22,2012,N,VIIRS,n,2,293.25,0.65,N,0
10.30343,77.09639,331.64,0.65,0.73,2021-01-23,0718,N,VIIRS,n,2,290.79,3.25,D,0
9.79694,77.05697,334.8,0.57,0.52,2021-01-24,0840,N,VIIRS,n,2,297.87,6.05,D,0
10.25447,77.10175,337.54,0.58,0.52,2021-01-24,0840,N,VIIRS,n,2,296.75,10.56,D,0
12.53521,77.30301,350.64,0.32,0.55,2021-01-24,0840,N,VIIRS,n,2,302.08,2.58,D,0
12.53487,77.30025,335.96,0.32,0.55,2021-01-24,0840,N,VIIRS,n,2,301.48,2.58,D,0
12.75597,77.28198,346.02,0.32,0.55,2021-01-24,0840,N,VIIRS,n,2,301.19,3.79,D,0
12.79044,77.10938,346.42,0.63,0.54,2021-01-24,0840,N,VIIRS,n,2,303.03,17.33,D,0
12.79543,77.10862,335.93,0.63,0.54,2021-01-24,0840,N,VIIRS,n,2,301.09,5.75,D,0
10.26105,77.08997,304.12,0.57,0.69,2021-01-24,1934,N,VIIRS,n,2,279.51,1.58,N,0
10.26035,77.09263,308.42,0.57,0.69,2021-01-24,1934,N,VIIRS,n,2,278.72,1.14,N,0
10.92913,77.06547,296.73,0.66,0.73,2021-01-24,2115,N,VIIRS,n,2,285.51,0.61,N,0
11.17492,77.49014,331.81,0.48,0.4,2021-01-25,0821,N,VIIRS,l,2,305.37,2.65,D,0
11.77365,76.54851,335.18,0.44,0.38,2021-01-25,0821,N,VIIRS,n,2,304.12,3.02,D,0
11.77307,76.54446,333.08,0.44,0.38,2021-01-25,0821,N,VIIRS,n,2,303.57,3.02,D,0
11.92593,76.58503,334.14,0.44,0.39,2021-01-25,0821,N,VIIRS,l,2,309.05,4.41,D,0
12.15305,76.83568,332.93,0.46,0.39,2021-01-25,0821,N,VIIRS,l,2,307.77,1.71,D,0
12.15469,76.83619,335.28,0.46,0.39,2021-01-25,0821,N,VIIRS,n,2,308.19,3.27,D,0
12.2666,77.32212,330.93,0.48,0.4,2021-01-25,0821,N,VIIRS,l,2,305.7,2.99,D,0
12.26597,77.31763,353.55,0.48,0.4,2021-01-25,0821,N,VIIRS,n,2,308.03,22.14,D,0
12.26969,77.31725,347.77,0.48,0.4,2021-01-25,0821,N,VIIRS,n,2,309.72,22.14,D,0
12.30453,77.08894,336.18,0.47,0.4,2021-01-25,0821,N,VIIRS,l,2,309.23,2.69,D,0
12.37958,77.499,334.61,0.49,0.41,2021-01-25,0821,N,VIIRS,n,2,303.54,3.73,D,0
12.33429,77.14252,343.99,0.47,0.4,2021-01-25,0821,N,VIIRS,n,2,311.84,16.91,D,0
12.4196,76.84624,336.19,0.46,0.39,2021-01-25,0821,N,VIIRS,l,2,309.31,3.81,D,0
12.55114,77.31582,335.47,0.49,0.4,2021-01-25,0822,N,VIIRS,l,2,307.64,5.08,D,0
12.49963,76.93974,331.64,0.47,0.39,2021-01-25,0822,N,VIIRS,n,2,303.61,1.65,D,0
12.49126,76.53874,333.47,0.45,0.39,2021-01-25,0822,N,VIIRS,n,2,307.27,2.69,D,0
12.79839,76.37064,332.96,0.44,0.38,2021-01-25,0822,N,VIIRS,l,2,307.91,2.12,D,0
12.31389,77.08149,304.41,0.61,0.53,2021-01-25,2055,N,VIIRS,n,2,290.38,1.32,N,0
12.31286,77.08043,304.12,0.61,0.53,2021-01-25,2055,N,VIIRS,n,2,290.25,1.35,N,0
11.8198,77.00095,312.48,0.61,0.54,2021-01-25,2056,N,VIIRS,n,2,287.66,1.56,N,0
9.52524,76.84412,333.22,0.42,0.38,2021-01-26,0802,N,VIIRS,n,2,302.12,3.11,D,0
9.81841,76.91369,337.68,0.42,0.38,2021-01-26,0802,N,VIIRS,n,2,303.63,6.54,D,0
9.81781,76.9099,346.57,0.42,0.38,2021-01-26,0802,N,VIIRS,n,2,306.8,8.14,D,0
9.96581,77.42822,334.68,0.4,0.37,2021-01-26,0802,N,VIIRS,n,2,304.99,6.15,D,0
10.76367,76.7754,334.63,0.42,0.37,2021-01-26,0802,N,VIIRS,n,2,303.46,4.88,D,0
11.13188,77.17974,335.85,0.4,0.37,2021-01-26,0802,N,VIIRS,n,2,298.65,1.75,D,0
11.19625,77.19193,342.84,0.4,0.37,2021-01-26,0802,N,VIIRS,n,2,301.93,2.28,D,0
11.27814,77.24586,341.36,0.4,0.37,2021-01-26,0802,N,VIIRS,n,2,301.59,2.17,D,0
11.94569,76.82326,343.8,0.41,0.37,2021-01-26,0803,N,VIIRS,n,2,313.8,2.46,D,0
11.96303,76.37823,342.19,0.42,0.38,2021-01-26,0803,N,VIIRS,n,2,313.04,2.72,D,0
11.96495,76.37846,347.04,0.42,0.38,2021-01-26,0803,N,VIIRS,n,2,313.82,3.18,D,0
12.17216,77.22343,342.15,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,312.52,3.32,D,0
12.14117,76.95847,340.75,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,312.89,19.99,D,0
12.1758,77.03918,342.35,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,312.2,4.12,D,0
12.29858,77.16149,340.67,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,309.7,2.14,D,0
12.34394,77.13496,341.71,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,310.77,3.06,D,0
12.36366,76.95181,333.12,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,306.51,1.82,D,0
12.49435,76.53693,346.13,0.41,0.37,2021-01-26,0803,N,VIIRS,n,2,312.83,4.26,D,0
12.78731,77.15524,341.59,0.4,0.37,2021-01-26,0803,N,VIIRS,n,2,309.8,2.61,D,0
12.69775,76.23089,344.99,0.42,0.38,2021-01-26,0803,N,VIIRS,n,2,315.43,4.17,D,0
12.69668,76.23116,342.48,0.42,0.38,2021-01-26,0803,N,VIIRS,l,2,315.34,5,D,0
12.70137,76.23827,350.6,0.42,0.38,2021-01-26,0803,N,VIIRS,n,2,314.58,7.88,D,0
12.54875,77.38197,299.91,0.48,0.4,2021-01-26,2037,N,VIIRS,n,2,288.23,0.62,N,0
12.37811,77.48902,299.99,0.49,0.4,2021-01-26,2037,N,VIIRS,n,2,289.34,0.78,N,0
12.06831,77.08248,300.66,0.47,0.4,2021-01-26,2037,N,VIIRS,n,2,284.73,0.58,N,0
9.35167,76.8996,342.39,0.52,0.5,2021-01-27,0743,N,VIIRS,n,2,296.94,6.19,D,0
9.35009,76.89666,334.38,0.52,0.5,2021-01-27,0743,N,VIIRS,n,2,298.12,4.17,D,0
9.58266,77.20498,339.97,0.49,0.49,2021-01-27,0743,N,VIIRS,n,2,294.37,8.31,D,0
9.76568,77.03812,333,0.5,0.49,2021-01-27,0743,N,VIIRS,n,2,294.79,4.18,D,0
11.45383,77.16364,330.83,0.46,0.47,2021-01-27,0744,N,VIIRS,n,2,297.47,2.4,D,0
12.30514,77.13608,345.21,0.45,0.47,2021-01-27,0744,N,VIIRS,n,2,303.31,7.18,D,0
12.37189,77.12462,330.08,0.45,0.47,2021-01-27,0744,N,VIIRS,l,2,302.74,3.4,D,0
12.47659,77.32854,341.89,0.44,0.46,2021-01-27,0744,N,VIIRS,n,2,304.51,3.24,D,0
12.38703,76.72858,330.69,0.48,0.48,2021-01-27,0744,N,VIIRS,l,2,305.63,5.6,D,0
12.73208,77.49849,338.84,0.42,0.45,2021-01-27,0744,N,VIIRS,n,2,304.36,4.99,D,0
12.69345,77.13287,336.12,0.44,0.46,2021-01-27,0744,N,VIIRS,n,2,301.94,2.47,D,0
12.76033,77.3651,339.82,0.43,0.46,2021-01-27,0744,N,VIIRS,n,2,306.75,5.16,D,0
10.16714,77.03572,329.64,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,283.57,1.76,N,0
12.45375,77.4349,309.23,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,289.76,0.79,N,0
12.18431,77.00558,302.01,0.4,0.37,2021-01-27,2018,N,VIIRS,n,2,288.93,0.6,N,0
11.77624,76.98074,298.29,0.4,0.37,2021-01-27,2018,N,VIIRS,n,2,285.9,0.33,N,0
11.21064,77.33128,299.09,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,288.72,0.28,N,0
10.9304,77.0648,301.67,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,288.78,0.36,N,0
10.16435,77.0316,329.4,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,284.13,1.76,N,0
10.1649,77.02802,305.12,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,281.37,1.24,N,0
10.16381,77.0352,295.15,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,282.36,1.76,N,0
10.16157,77.02747,309.23,0.39,0.36,2021-01-27,2018,N,VIIRS,n,2,282.6,1.3,N,0
9.97799,76.37553,306.23,0.4,0.37,2021-01-27,2018,N,VIIRS,n,2,296.03,1.57,N,2
9.45536,77.29713,367,0.51,0.66,2021-01-28,0724,N,VIIRS,h,2,297.18,14.69,D,0
9.45626,77.30193,345.12,0.51,0.66,2021-01-28,0724,N,VIIRS,n,2,295.83,15.89,D,0
9.45268,77.28292,338.21,0.51,0.66,2021-01-28,0724,N,VIIRS,n,2,294.85,6.96,D,0
9.47354,77.29321,339.8,0.51,0.66,2021-01-28,0724,N,VIIRS,n,2,294.25,3.8,D,0
9.53856,77.10808,334.38,0.52,0.67,2021-01-28,0724,N,VIIRS,n,2,293.73,3.89,D,0
9.56979,77.20325,337.08,0.52,0.66,2021-01-28,0724,N,VIIRS,n,2,294.05,4.08,D,0
9.57495,77.19721,328.43,0.52,0.67,2021-01-28,0724,N,VIIRS,n,2,294.32,4.08,D,0
9.75402,76.94033,329.71,0.53,0.67,2021-01-28,0724,N,VIIRS,n,2,294.95,2.7,D,0
9.75301,76.94286,335.58,0.53,0.67,2021-01-28,0724,N,VIIRS,n,2,295.25,7.79,D,0
10.88439,77.01453,328.91,0.5,0.66,2021-01-28,0725,N,VIIRS,n,2,297.94,3.61,D,0
12.3025,76.90265,338.69,0.48,0.65,2021-01-28,0725,N,VIIRS,n,2,302.39,3.43,D,0
12.39628,77.35614,367,0.45,0.63,2021-01-28,0725,N,VIIRS,h,2,305.54,13.84,D,0
12.30928,76.90579,336.72,0.48,0.65,2021-01-28,0725,N,VIIRS,n,2,301.57,4.78,D,0
12.39623,77.35429,367,0.45,0.63,2021-01-28,0725,N,VIIRS,h,2,305.25,13.59,D,0
12.30608,76.90508,348.42,0.48,0.65,2021-01-28,0725,N,VIIRS,n,2,302.8,4.58,D,0
12.30515,76.90045,342.68,0.48,0.65,2021-01-28,0725,N,VIIRS,n,2,301.3,4.58,D,0
9.45683,77.30708,342.56,0.78,0.78,2021-01-28,0905,N,VIIRS,n,2,290.25,9.81,D,0
9.45601,77.30034,336.1,0.77,0.78,2021-01-28,0905,N,VIIRS,n,2,291.23,9.81,D,0
9.46404,77.30591,336.45,0.78,0.78,2021-01-28,0905,N,VIIRS,n,2,289.45,13.74,D,0
9.45843,77.30557,367,0.78,0.78,2021-01-28,0905,N,VIIRS,h,2,291.83,22.12,D,0
9.45767,77.29891,332.26,0.78,0.78,2021-01-28,0905,N,VIIRS,n,2,290.76,15.63,D,0
9.46569,77.30478,330.06,0.78,0.78,2021-01-28,0905,N,VIIRS,n,2,289.21,7.12,D,0
9.57115,77.20361,337.45,0.77,0.77,2021-01-28,0905,N,VIIRS,n,2,294.05,15.64,D,0
9.57282,77.20354,343.25,0.77,0.77,2021-01-28,0905,N,VIIRS,n,2,294.42,14.12,D,0
12.55014,77.23615,307.39,0.45,0.47,2021-01-28,1959,N,VIIRS,n,2,290.36,0.82,N,0
12.54959,77.24021,301.27,0.45,0.47,2021-01-28,1959,N,VIIRS,n,2,290.51,0.82,N,0
12.54585,77.23532,304.61,0.45,0.47,2021-01-28,1959,N,VIIRS,n,2,290.68,1.29,N,0
12.5453,77.2394,311.91,0.45,0.47,2021-01-28,1959,N,VIIRS,n,2,291.05,1.29,N,0
12.33353,77.21954,303.75,0.45,0.47,2021-01-28,1959,N,VIIRS,n,2,290.62,0.97,N,0
12.35418,76.70609,330.24,0.37,0.58,2021-01-29,0847,N,VIIRS,l,2,304.64,2.07,D,0
12.45852,77.26486,337.52,0.41,0.6,2021-01-29,0847,N,VIIRS,n,2,302.53,3.78,D,0
12.60985,76.7481,350.25,0.38,0.59,2021-01-29,0847,N,VIIRS,n,2,306.81,5.21,D,0
12.05831,77.07528,305.06,0.47,0.64,2021-01-29,1940,N,VIIRS,n,2,287.35,0.89,N,0
9.89464,76.87499,303.67,0.46,0.63,2021-01-29,1941,N,VIIRS,n,2,289,1.17,N,0
9.89578,76.87746,301.25,0.46,0.63,2021-01-29,1941,N,VIIRS,n,2,288.89,0.91,N,0
9.55349,77.12714,345.43,0.53,0.42,2021-01-30,0827,N,VIIRS,n,2,297.69,9.46,D,0
9.55286,77.12262,341.8,0.53,0.42,2021-01-30,0827,N,VIIRS,n,2,293.03,9.46,D,0
11.86464,77.22902,332.48,0.39,0.44,2021-01-30,0828,N,VIIRS,n,2,298.04,3.5,D,0
12.11629,77.22868,336.79,0.39,0.44,2021-01-30,0828,N,VIIRS,n,2,302.47,2.22,D,0
12.1593,76.37535,330.76,0.52,0.42,2021-01-30,0828,N,VIIRS,l,2,303.32,3.92,D,0
12.61443,77.2494,332.73,0.4,0.44,2021-01-30,0828,N,VIIRS,n,2,300.77,2.48,D,0
12.62259,77.24847,337.29,0.4,0.44,2021-01-30,0828,N,VIIRS,n,2,302.93,4.03,D,0
12.61748,77.24547,331.47,0.4,0.44,2021-01-30,0828,N,VIIRS,l,2,302.87,3.72,D,0
12.62203,77.24863,335.66,0.4,0.44,2021-01-30,0828,N,VIIRS,n,2,302.77,3.41,D,0
12.27108,77.22942,301.36,0.4,0.6,2021-01-30,2102,N,VIIRS,n,2,289.6,0.43,N,0
9.62983,76.79565,338.15,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,302.53,3.36,D,0
9.74023,76.91951,331.07,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,297.86,2.29,D,0
9.75468,76.90285,341.5,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,298.96,4.79,D,0
9.7494,76.84615,338.2,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,302.1,5.16,D,0
9.76025,76.89479,332.06,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,300.19,1.92,D,0
9.8301,76.91186,338.35,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,304.63,2.25,D,0
10.69759,76.52231,333.8,0.39,0.36,2021-01-31,0808,N,VIIRS,l,2,304.67,5.93,D,0
10.69705,76.51878,334.02,0.39,0.36,2021-01-31,0808,N,VIIRS,n,2,306.04,6.17,D,0
10.80221,76.15064,331.94,0.39,0.36,2021-01-31,0809,N,VIIRS,n,2,303.14,1.74,D,0
11.49415,77.42638,330.94,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,303.4,1.13,D,0
11.52472,77.3137,331.81,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,305.93,1.88,D,0
12.20408,76.73268,334.9,0.38,0.36,2021-01-31,0809,N,VIIRS,n,2,304.96,2.48,D,0
12.29025,77.12249,336.81,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,309.98,1.63,D,0
12.31072,77.07912,338.71,0.38,0.36,2021-01-31,0809,N,VIIRS,n,2,310.77,3.93,D,0
12.26682,76.72228,334.54,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,309.39,4.02,D,0
12.29398,76.81165,335.99,0.38,0.36,2021-01-31,0809,N,VIIRS,n,2,306.36,3.75,D,0
12.33236,76.61826,335.29,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,307.65,2.78,D,0
12.47134,77.47627,338.56,0.39,0.36,2021-01-31,0809,N,VIIRS,n,2,306.13,2.51,D,0
12.57938,76.81956,330.52,0.38,0.36,2021-01-31,0809,N,VIIRS,n,2,303.61,1.49,D,0
12.65173,77.10026,341.48,0.38,0.36,2021-01-31,0809,N,VIIRS,n,2,307.58,7,D,0
12.65795,76.44929,341.47,0.39,0.36,2021-01-31,0809,N,VIIRS,n,2,307.11,2.95,D,0
12.7594,76.84834,335.96,0.38,0.36,2021-01-31,0809,N,VIIRS,l,2,308.81,0.87,D,0
12.7211,74.97653,343.92,0.41,0.37,2021-01-31,0809,N,VIIRS,n,2,303.89,5.66,D,0
12.62459,77.06518,309.91,0.56,0.43,2021-01-31,2043,N,VIIRS,n,2,289.78,1.48,N,0
12.31694,77.2319,302.98,0.39,0.44,2021-01-31,2043,N,VIIRS,n,2,290.41,0.42,N,0
12.31618,77.213,302.48,0.39,0.44,2021-01-31,2043,N,VIIRS,n,2,290.43,0.96,N,0
12.31216,77.21236,311.15,0.39,0.44,2021-01-31,2043,N,VIIRS,n,2,290.98,0.96,N,0
12.31151,77.21597,303.55,0.39,0.44,2021-01-31,2043,N,VIIRS,n,2,291.25,0.64,N,0
11.21257,76.83683,339.48,0.39,0.44,2021-02-01,0750,N,VIIRS,n,2,300.65,3.35,D,0
12.1621,77.31145,335.6,0.53,0.42,2021-02-01,0750,N,VIIRS,n,2,309.16,3.64,D,0
12.16595,77.31081,338.25,0.53,0.42,2021-02-01,0750,N,VIIRS,n,2,306.32,3.64,D,0
12.33762,76.83417,332.42,0.56,0.43,2021-02-01,0750,N,VIIRS,l,2,305.61,3.02,D,0
12.48646,77.45336,338.68,0.52,0.41,2021-02-01,0750,N,VIIRS,n,2,306.53,5.1,D,0
12.46211,77.26066,337.63,0.53,0.42,2021-02-01,0750,N,VIIRS,n,2,307.14,3.88,D,0
12.46597,77.26016,334.4,0.53,0.42,2021-02-01,0750,N,VIIRS,l,2,308.97,3.88,D,0
12.46984,77.25967,334.64,0.53,0.42,2021-02-01,0750,N,VIIRS,l,2,305.67,4.69,D,0
12.43569,77.0314,330.87,0.55,0.42,2021-02-01,0750,N,VIIRS,l,2,303.46,5.2,D,0
12.52795,77.31132,344.35,0.53,0.42,2021-02-01,0750,N,VIIRS,n,2,303.72,9.15,D,0
12.57673,77.391,336.44,0.52,0.41,2021-02-01,0750,N,VIIRS,n,2,306.37,3.58,D,0
12.56648,77.02128,339.3,0.55,0.42,2021-02-01,0750,N,VIIRS,n,2,307.37,6.1,D,0
12.56609,77.01922,336.87,0.54,0.42,2021-02-01,0750,N,VIIRS,n,2,306.19,5.74,D,0
12.54858,76.82468,345.96,0.56,0.43,2021-02-01,0750,N,VIIRS,n,2,302.28,9.54,D,0
12.6987,77.2393,331.81,0.53,0.42,2021-02-01,0750,N,VIIRS,l,2,305.67,3.73,D,0
12.69735,77.24155,335.85,0.53,0.42,2021-02-01,0750,N,VIIRS,n,2,305.91,5.04,D,0
12.65932,76.45473,343.81,0.39,0.44,2021-02-01,0750,N,VIIRS,n,2,307.81,5.13,D,0
12.75,76.57008,341.82,0.38,0.43,2021-02-01,0750,N,VIIRS,n,2,307.64,3.19,D,0
12.75399,76.56944,340.16,0.38,0.43,2021-02-01,0750,N,VIIRS,n,2,309.07,5.05,D,0
